time,open,high,low,close,tick_volume,spread,real_volume
2023-09-12 00:00:00,157.438,157.617,157.438,157.558,1744,23,0
2023-09-12 01:00:00,157.557,157.598,157.451,157.504,1545,2,0
2023-09-12 02:00:00,157.506,157.655,157.505,157.634,2338,1,0
2023-09-12 03:00:00,157.634,157.75,157.503,157.603,7152,1,0
2023-09-12 04:00:00,157.603,157.792,157.373,157.425,8967,1,0
2023-09-12 05:00:00,157.426,157.724,157.385,157.712,6826,1,0
2023-09-12 06:00:00,157.712,157.714,157.543,157.628,4239,1,0
2023-09-12 07:00:00,157.628,157.628,157.515,157.576,3841,1,0
2023-09-12 08:00:00,157.576,157.72,157.57,157.624,5748,1,0
2023-09-12 09:00:00,157.624,157.759,157.597,157.646,8524,1,0
2023-09-12 10:00:00,157.646,157.652,157.269,157.285,10742,1,0
2023-09-12 11:00:00,157.284,157.344,157.179,157.273,9732,1,0
2023-09-12 12:00:00,157.273,157.454,157.255,157.391,7314,1,0
2023-09-12 13:00:00,157.391,157.484,157.377,157.424,6130,1,0
2023-09-12 14:00:00,157.425,157.474,157.357,157.443,7414,1,0
2023-09-12 15:00:00,157.443,157.647,157.401,157.527,11091,1,0
2023-09-12 16:00:00,157.527,157.776,157.52,157.769,12030,1,0
2023-09-12 17:00:00,157.77,157.793,157.592,157.715,10391,1,0
2023-09-12 18:00:00,157.716,157.894,157.684,157.798,6717,1,0
2023-09-12 19:00:00,157.798,157.921,157.787,157.817,5159,1,0
2023-09-12 20:00:00,157.818,157.981,157.805,157.893,4995,1,0
2023-09-12 21:00:00,157.894,157.945,157.858,157.87,4429,1,0
2023-09-12 22:00:00,157.87,157.916,157.83,157.846,4163,1,0
2023-09-12 23:00:00,157.845,158.288,157.835,158.189,3897,1,0
2023-09-13 00:00:00,158.097,158.327,158.082,158.262,1488,18,0
