time,open,high,low,close,tick_volume,spread,real_volume
2023-12-19 00:00:00,155.961,156.023,155.886,155.968,1584,40,0
2023-12-19 01:00:00,155.969,156.04,155.815,155.869,6202,1,0
2023-12-19 02:00:00,155.866,155.867,155.388,155.658,15340,1,0
2023-12-19 03:00:00,155.66,155.671,155.454,155.647,12102,1,0
2023-12-19 04:00:00,155.651,156.937,155.569,156.913,20388,1,0
2023-12-19 05:00:00,156.912,157.022,156.553,156.808,24879,1,0
2023-12-19 06:00:00,156.807,156.88,156.523,156.665,10067,1,0
2023-12-19 07:00:00,156.665,156.843,156.661,156.82,10267,1,0
2023-12-19 08:00:00,156.819,157.074,155.759,156.968,25648,1,0
2023-12-19 09:00:00,156.963,157.708,156.956,157.557,37182,1,0
2023-12-19 10:00:00,157.557,158.322,157.557,158.217,25955,1,0
2023-12-19 11:00:00,158.215,158.353,158.001,158.146,19117,1,0
2023-12-19 12:00:00,158.145,158.571,158.035,158.454,16650,1,0
2023-12-19 13:00:00,158.454,158.524,158.169,158.363,13536,1,0
2023-12-19 14:00:00,158.361,158.381,158.071,158.292,17653,1,0
2023-12-19 15:00:00,158.292,158.325,158.045,158.172,23750,1,0
2023-12-19 16:00:00,158.173,158.348,158.116,158.159,23318,1,0
2023-12-19 17:00:00,158.16,158.171,157.787,157.982,24819,1,0
2023-12-19 18:00:00,157.985,158.029,157.598,157.652,17633,1,0
2023-12-19 19:00:00,157.653,157.903,157.643,157.856,10045,1,0
2023-12-19 20:00:00,157.857,157.903,157.793,157.867,9422,1,0
2023-12-19 21:00:00,157.867,157.977,157.795,157.958,8997,1,0
2023-12-19 22:00:00,157.959,157.998,157.912,157.965,7201,1,0
2023-12-19 23:00:00,157.965,157.991,157.922,157.959,3632,1,0
2023-12-20 00:00:00,157.949,158.032,157.878,158.025,1614,17,0
