time,open,high,low,close,tick_volume,spread,real_volume
2023-12-21 00:03:00,157.092,157.092,157.092,157.092,1,150,0
2023-12-21 00:23:00,156.909,156.924,156.907,156.921,15,150,0
2023-12-21 00:24:00,156.922,156.928,156.921,156.922,89,147,0
2023-12-21 00:25:00,156.921,156.924,156.911,156.915,50,140,0
2023-12-21 00:26:00,156.92,156.921,156.909,156.918,33,74,0
2023-12-21 00:27:00,156.919,156.932,156.918,156.918,39,74,0
2023-12-21 00:28:00,156.943,156.943,156.943,156.943,2,81,0
2023-12-21 00:29:00,156.947,156.964,156.935,156.947,38,58,0
2023-12-21 00:30:00,156.954,156.967,156.942,156.949,42,57,0
2023-12-21 00:31:00,156.948,157.032,156.948,157.022,102,38,0
2023-12-21 00:32:00,157.02,157.04,156.995,156.995,79,38,0
2023-12-21 00:33:00,156.994,156.995,156.974,156.974,38,38,0
2023-12-21 00:34:00,156.977,156.978,156.965,156.965,33,51,0
2023-12-21 00:35:00,156.969,156.972,156.955,156.957,60,41,0
2023-12-21 00:36:00,156.958,156.975,156.946,156.949,125,38,0
2023-12-21 00:37:00,156.949,156.962,156.893,156.909,112,45,0
2023-12-21 00:38:00,156.91,156.93,156.908,156.913,119,61,0
2023-12-21 00:39:00,156.912,156.955,156.909,156.944,286,56,0
2023-12-21 00:40:00,156.944,156.95,156.916,156.924,112,63,0
2023-12-21 00:41:00,156.925,156.93,156.918,156.927,61,74,0
2023-12-21 00:42:00,156.927,156.942,156.926,156.939,51,65,0
2023-12-21 00:43:00,156.938,156.95,156.933,156.945,63,72,0
2023-12-21 00:44:00,156.943,156.95,156.941,156.943,38,78,0
2023-12-21 00:45:00,156.951,156.952,156.931,156.945,75,59,0
2023-12-21 00:46:00,156.944,156.951,156.944,156.947,58,74,0
2023-12-21 00:47:00,156.947,156.949,156.943,156.948,63,68,0
2023-12-21 00:48:00,156.947,156.949,156.939,156.946,79,58,0
2023-12-21 00:49:00,156.945,156.95,156.939,156.948,98,62,0
2023-12-21 00:50:00,156.95,156.956,156.942,156.95,118,61,0
2023-12-21 00:51:00,156.951,156.957,156.946,156.952,106,64,0
2023-12-21 00:52:00,156.952,156.957,156.947,156.956,38,64,0
2023-12-21 00:53:00,156.954,156.958,156.947,156.954,57,61,0
2023-12-21 00:54:00,156.952,156.962,156.952,156.955,78,55,0
2023-12-21 00:55:00,156.956,156.958,156.946,156.946,53,62,0
2023-12-21 00:56:00,156.947,156.956,156.943,156.956,96,56,0
2023-12-21 00:57:00,156.955,156.957,156.949,156.953,60,54,0
2023-12-21 00:58:00,156.95,156.968,156.95,156.968,45,55,0
2023-12-21 00:59:00,156.968,156.977,156.961,156.961,44,53,0
2023-12-21 01:00:00,156.974,156.985,156.931,156.935,194,3,0
2023-12-21 01:01:00,156.935,156.957,156.935,156.953,78,6,0
2023-12-21 01:02:00,156.954,156.977,156.951,156.977,58,5,0
2023-12-21 01:03:00,156.976,156.977,156.966,156.966,21,8,0
2023-12-21 01:04:00,156.966,156.978,156.958,156.958,74,8,0
2023-12-21 01:05:00,156.96,156.961,156.926,156.93,74,8,0
2023-12-21 01:06:00,156.931,156.938,156.924,156.928,115,8,0
2023-12-21 01:07:00,156.929,156.94,156.928,156.93,111,8,0
2023-12-21 01:08:00,156.929,156.933,156.925,156.926,55,9,0
2023-12-21 01:09:00,156.927,156.964,156.926,156.953,98,7,0
2023-12-21 01:10:00,156.953,156.966,156.942,156.947,228,3,0
2023-12-21 01:11:00,156.95,156.955,156.944,156.951,147,3,0
2023-12-21 01:12:00,156.951,156.954,156.94,156.942,87,5,0
2023-12-21 01:13:00,156.942,156.955,156.924,156.945,253,3,0
2023-12-21 01:14:00,156.946,156.97,156.937,156.951,245,4,0
2023-12-21 01:15:00,156.949,156.954,156.929,156.936,158,4,0
2023-12-21 01:16:00,156.935,156.969,156.933,156.966,223,4,0
2023-12-21 01:17:00,156.971,156.972,156.949,156.949,233,3,0
2023-12-21 01:18:00,156.949,156.975,156.949,156.957,268,2,0
2023-12-21 01:19:00,156.958,156.966,156.93,156.947,291,4,0
2023-12-21 01:20:00,156.947,156.954,156.931,156.947,243,1,0
2023-12-21 01:21:00,156.947,156.96,156.947,156.957,162,1,0
2023-12-21 01:22:00,156.957,156.96,156.95,156.955,141,2,0
2023-12-21 01:23:00,156.956,156.975,156.956,156.967,126,1,0
2023-12-21 01:24:00,156.967,156.98,156.964,156.972,125,1,0
2023-12-21 01:25:00,156.972,156.99,156.972,156.987,141,2,0
2023-12-21 01:26:00,156.986,156.992,156.981,156.989,95,3,0
2023-12-21 01:27:00,156.989,156.991,156.969,156.97,106,2,0
2023-12-21 01:28:00,156.971,156.991,156.97,156.989,86,5,0
2023-12-21 01:29:00,156.986,157.001,156.981,156.998,152,2,0
2023-12-21 01:30:00,156.996,157.052,156.993,157.051,346,2,0
2023-12-21 01:31:00,157.051,157.053,157.046,157.049,83,4,0
2023-12-21 01:32:00,157.04,157.04,157.012,157.019,177,1,0
2023-12-21 01:33:00,157.017,157.031,157.011,157.021,205,1,0
2023-12-21 01:34:00,157.02,157.028,157.009,157.022,235,3,0
2023-12-21 01:35:00,157.022,157.026,157.015,157.02,146,3,0
2023-12-21 01:36:00,157.023,157.04,157.023,157.032,111,1,0
2023-12-21 01:37:00,157.033,157.055,157.033,157.051,199,2,0
2023-12-21 01:38:00,157.047,157.049,157.036,157.039,110,2,0
2023-12-21 01:39:00,157.039,157.04,157.031,157.031,60,1,0
2023-12-21 01:40:00,157.028,157.05,157.02,157.04,159,1,0
2023-12-21 01:41:00,157.039,157.041,157.029,157.031,50,3,0
2023-12-21 01:42:00,157.032,157.038,157.029,157.03,60,3,0
2023-12-21 01:43:00,157.029,157.035,157.021,157.03,63,5,0
2023-12-21 01:44:00,157.031,157.031,157.019,157.02,50,4,0
2023-12-21 01:45:00,157.018,157.044,157.015,157.015,196,6,0
2023-12-21 01:46:00,157.014,157.015,156.97,156.972,194,5,0
2023-12-21 01:47:00,156.972,156.98,156.963,156.97,149,9,0
2023-12-21 01:48:00,156.969,156.974,156.962,156.962,52,10,0
2023-12-21 01:49:00,156.961,156.961,156.936,156.952,106,3,0
2023-12-21 01:50:00,156.952,156.952,156.943,156.945,75,8,0
2023-12-21 01:51:00,156.946,156.946,156.92,156.929,97,5,0
2023-12-21 01:52:00,156.93,156.986,156.928,156.986,137,3,0
2023-12-21 01:53:00,156.986,157.011,156.98,157.008,92,4,0
2023-12-21 01:54:00,157.006,157.02,156.989,157.014,213,6,0
2023-12-21 01:55:00,157.015,157.021,157.01,157.01,52,5,0
2023-12-21 01:56:00,157.014,157.035,157.009,157.028,56,4,0
2023-12-21 01:57:00,157.03,157.049,157.02,157.041,102,4,0
2023-12-21 01:58:00,157.043,157.045,157.002,157.021,126,4,0
2023-12-21 01:59:00,157.021,157.053,157.021,157.046,179,2,0
2023-12-21 02:00:00,157.045,157.046,157.003,157.026,312,1,0
2023-12-21 02:01:00,157.025,157.057,156.972,157.038,325,1,0
2023-12-21 02:02:00,157.035,157.047,157.001,157.01,304,2,0
2023-12-21 02:03:00,157.01,157.046,156.997,156.997,219,1,0
2023-12-21 02:04:00,156.996,157.012,156.986,156.993,141,1,0
2023-12-21 02:05:00,156.996,157.012,156.96,156.982,167,2,0
2023-12-21 02:06:00,156.981,157.009,156.968,156.997,146,1,0
2023-12-21 02:07:00,156.996,156.996,156.968,156.973,108,1,0
2023-12-21 02:08:00,156.97,156.972,156.932,156.935,109,1,0
2023-12-21 02:09:00,156.938,156.948,156.929,156.933,104,1,0
2023-12-21 02:10:00,156.932,156.933,156.91,156.922,124,1,0
2023-12-21 02:11:00,156.92,156.921,156.891,156.907,115,4,0
2023-12-21 02:12:00,156.907,156.913,156.884,156.884,96,4,0
2023-12-21 02:13:00,156.882,156.885,156.859,156.87,140,1,0
2023-12-21 02:14:00,156.871,156.928,156.861,156.905,185,2,0
2023-12-21 02:15:00,156.905,156.944,156.897,156.932,206,2,0
2023-12-21 02:16:00,156.933,156.946,156.924,156.941,112,2,0
2023-12-21 02:17:00,156.941,156.972,156.941,156.966,182,2,0
2023-12-21 02:18:00,156.965,156.968,156.955,156.957,94,3,0
2023-12-21 02:19:00,156.958,156.971,156.958,156.966,139,3,0
2023-12-21 02:20:00,156.966,156.973,156.957,156.969,151,3,0
2023-12-21 02:21:00,156.971,156.983,156.97,156.979,104,3,0
2023-12-21 02:22:00,156.983,157.009,156.981,157.006,206,4,0
2023-12-21 02:23:00,157.004,157.006,156.995,157.002,102,1,0
2023-12-21 02:24:00,157.003,157.026,157.0,157.021,173,1,0
2023-12-21 02:25:00,157.022,157.048,157.02,157.041,146,1,0
2023-12-21 02:26:00,157.04,157.076,157.04,157.072,132,1,0
2023-12-21 02:27:00,157.071,157.101,157.067,157.1,96,2,0
2023-12-21 02:28:00,157.099,157.103,157.089,157.091,127,1,0
2023-12-21 02:29:00,157.09,157.106,157.071,157.105,173,1,0
2023-12-21 02:30:00,157.106,157.121,157.099,157.11,163,1,0
2023-12-21 02:31:00,157.106,157.115,157.078,157.078,155,2,0
2023-12-21 02:32:00,157.077,157.077,157.046,157.05,187,3,0
2023-12-21 02:33:00,157.049,157.063,157.037,157.049,178,3,0
2023-12-21 02:34:00,157.05,157.052,157.034,157.046,171,4,0
2023-12-21 02:35:00,157.047,157.05,157.008,157.024,162,1,0
2023-12-21 02:36:00,157.024,157.024,156.994,157.0,141,2,0
2023-12-21 02:37:00,157.001,157.042,157.001,157.027,165,4,0
2023-12-21 02:38:00,157.026,157.053,157.011,157.04,154,2,0
2023-12-21 02:39:00,157.04,157.059,157.033,157.059,138,2,0
2023-12-21 02:40:00,157.059,157.079,157.048,157.074,132,5,0
2023-12-21 02:41:00,157.074,157.076,157.048,157.053,84,5,0
2023-12-21 02:42:00,157.055,157.072,157.054,157.062,102,5,0
2023-12-21 02:43:00,157.063,157.071,157.043,157.059,102,5,0
2023-12-21 02:44:00,157.057,157.064,157.041,157.051,99,4,0
2023-12-21 02:45:00,157.053,157.061,157.034,157.048,144,5,0
2023-12-21 02:46:00,157.047,157.047,157.025,157.034,84,6,0
2023-12-21 02:47:00,157.034,157.037,157.023,157.028,145,1,0
2023-12-21 02:48:00,157.027,157.036,157.021,157.022,119,2,0
2023-12-21 02:49:00,157.017,157.026,157.012,157.019,217,2,0
2023-12-21 02:50:00,157.018,157.02,156.99,156.991,147,5,0
2023-12-21 02:51:00,156.991,157.019,156.974,157.012,230,1,0
2023-12-21 02:52:00,157.013,157.013,156.973,156.973,152,3,0
2023-12-21 02:53:00,156.972,156.974,156.931,156.936,261,2,0
2023-12-21 02:54:00,156.935,156.951,156.901,156.946,464,1,0
2023-12-21 02:55:00,156.95,156.953,156.928,156.944,377,1,0
2023-12-21 02:56:00,156.945,156.96,156.933,156.942,278,1,0
2023-12-21 02:57:00,156.943,156.999,156.922,156.973,407,1,0
2023-12-21 02:58:00,156.975,156.982,156.959,156.96,219,1,0
2023-12-21 02:59:00,156.959,156.971,156.945,156.96,226,3,0
2023-12-21 03:00:00,156.962,156.969,156.928,156.934,213,3,0
2023-12-21 03:01:00,156.935,156.983,156.934,156.976,271,1,0
2023-12-21 03:02:00,156.976,156.98,156.916,156.918,287,1,0
2023-12-21 03:03:00,156.918,156.942,156.918,156.936,174,1,0
2023-12-21 03:04:00,156.936,156.959,156.923,156.954,228,1,0
2023-12-21 03:05:00,156.955,156.96,156.939,156.948,224,2,0
2023-12-21 03:06:00,156.948,156.958,156.943,156.956,166,2,0
2023-12-21 03:07:00,156.957,156.992,156.953,156.983,225,2,0
2023-12-21 03:08:00,156.983,157.042,156.981,157.036,217,4,0
2023-12-21 03:09:00,157.037,157.042,156.994,157.008,211,1,0
2023-12-21 03:10:00,157.007,157.009,156.975,156.987,174,1,0
