time,open,high,low,close,tick_volume,spread,real_volume
2023-12-05 00:05:00,159.462,159.492,159.45,159.481,58,145,0
2023-12-05 00:06:00,159.485,159.491,159.474,159.477,21,150,0
2023-12-05 00:07:00,159.468,159.477,159.421,159.438,35,150,0
2023-12-05 00:08:00,159.437,159.452,159.437,159.437,22,150,0
2023-12-05 00:09:00,159.439,159.449,159.437,159.445,13,150,0
2023-12-05 00:10:00,159.429,159.44,159.422,159.428,48,150,0
2023-12-05 00:11:00,159.427,159.467,159.426,159.467,45,150,0
2023-12-05 00:12:00,159.468,159.468,159.46,159.466,8,150,0
2023-12-05 00:15:00,159.477,159.483,159.452,159.46,39,133,0
2023-12-05 00:16:00,159.461,159.474,159.449,159.45,30,108,0
2023-12-05 00:17:00,159.45,159.463,159.449,159.459,32,96,0
2023-12-05 00:18:00,159.458,159.461,159.458,159.46,10,99,0
2023-12-05 00:19:00,159.46,159.467,159.46,159.46,12,99,0
2023-12-05 00:20:00,159.464,159.471,159.46,159.47,24,89,0
2023-12-05 00:21:00,159.471,159.483,159.468,159.474,14,79,0
2023-12-05 00:22:00,159.473,159.481,159.455,159.468,19,85,0
2023-12-05 00:23:00,159.466,159.47,159.449,159.449,38,79,0
2023-12-05 00:24:00,159.448,159.454,159.448,159.454,6,80,0
2023-12-05 00:25:00,159.455,159.464,159.452,159.454,15,82,0
2023-12-05 00:26:00,159.454,159.462,159.448,159.459,30,86,0
2023-12-05 00:27:00,159.448,159.459,159.448,159.456,12,88,0
2023-12-05 00:28:00,159.447,159.465,159.447,159.464,13,86,0
2023-12-05 00:29:00,159.454,159.465,159.454,159.462,9,81,0
2023-12-05 00:30:00,159.458,159.464,159.456,159.461,46,73,0
2023-12-05 00:31:00,159.461,159.469,159.461,159.468,7,68,0
2023-12-05 00:32:00,159.466,159.468,159.458,159.462,20,64,0
2023-12-05 00:33:00,159.462,159.473,159.462,159.463,13,62,0
2023-12-05 00:34:00,159.462,159.466,159.455,159.464,16,59,0
2023-12-05 00:35:00,159.456,159.466,159.452,159.465,19,59,0
2023-12-05 00:36:00,159.466,159.467,159.446,159.452,54,58,0
2023-12-05 00:37:00,159.451,159.454,159.439,159.451,35,61,0
2023-12-05 00:38:00,159.448,159.45,159.437,159.448,62,60,0
2023-12-05 00:39:00,159.452,159.452,159.423,159.426,62,57,0
2023-12-05 00:40:00,159.425,159.437,159.415,159.421,102,38,0
2023-12-05 00:41:00,159.42,159.423,159.407,159.407,68,49,0
2023-12-05 00:42:00,159.401,159.408,159.398,159.408,30,49,0
2023-12-05 00:43:00,159.408,159.459,159.39,159.458,66,37,0
2023-12-05 00:44:00,159.46,159.463,159.45,159.453,62,57,0
2023-12-05 00:45:00,159.449,159.464,159.444,159.45,84,41,0
2023-12-05 00:46:00,159.451,159.466,159.445,159.458,51,39,0
2023-12-05 00:47:00,159.459,159.459,159.445,159.455,30,44,0
2023-12-05 00:48:00,159.45,159.454,159.447,159.451,21,42,0
2023-12-05 00:49:00,159.448,159.452,159.446,159.448,21,40,0
2023-12-05 00:50:00,159.451,159.455,159.439,159.454,54,42,0
2023-12-05 00:51:00,159.453,159.465,159.435,159.459,99,39,0
2023-12-05 00:52:00,159.454,159.456,159.419,159.434,70,41,0
2023-12-05 00:53:00,159.432,159.436,159.42,159.427,81,40,0
2023-12-05 00:54:00,159.425,159.428,159.415,159.417,96,39,0
2023-12-05 00:55:00,159.412,159.426,159.406,159.422,128,39,0
2023-12-05 00:56:00,159.423,159.425,159.409,159.41,101,40,0
2023-12-05 00:57:00,159.408,159.424,159.406,159.422,81,39,0
2023-12-05 00:58:00,159.421,159.447,159.413,159.443,89,31,0
2023-12-05 00:59:00,159.436,159.436,159.398,159.405,112,39,0
2023-12-05 01:00:00,159.404,159.438,159.396,159.42,176,5,0
2023-12-05 01:01:00,159.421,159.426,159.417,159.425,72,18,0
