time,open,high,low,close,tick_volume,spread,real_volume
2023-12-22 00:03:00,156.432,156.432,156.425,156.426,3,150,0
2023-12-22 00:04:00,156.501,156.506,156.489,156.506,6,150,0
2023-12-22 00:05:00,156.516,156.535,156.491,156.499,30,142,0
2023-12-22 00:06:00,156.492,156.494,156.484,156.492,8,138,0
2023-12-22 00:07:00,156.491,156.492,156.469,156.49,13,112,0
2023-12-22 00:08:00,156.494,156.494,156.469,156.481,9,96,0
2023-12-22 00:09:00,156.482,156.523,156.471,156.493,16,96,0
2023-12-22 00:10:00,156.495,156.535,156.492,156.522,15,150,0
2023-12-22 00:11:00,156.521,156.558,156.517,156.558,19,150,0
2023-12-22 00:12:00,156.574,156.574,156.548,156.552,13,150,0
2023-12-22 00:13:00,156.555,156.555,156.489,156.489,16,150,0
2023-12-22 00:14:00,156.49,156.504,156.485,156.503,14,150,0
2023-12-22 00:15:00,156.536,156.537,156.512,156.527,11,141,0
2023-12-22 00:16:00,156.533,156.543,156.532,156.54,15,129,0
2023-12-22 00:17:00,156.543,156.543,156.522,156.538,27,111,0
2023-12-22 00:18:00,156.538,156.555,156.538,156.555,9,100,0
2023-12-22 00:19:00,156.553,156.575,156.553,156.575,17,95,0
2023-12-22 00:20:00,156.567,156.574,156.567,156.574,10,97,0
2023-12-22 00:21:00,156.574,156.574,156.546,156.548,32,104,0
2023-12-22 00:22:00,156.547,156.558,156.517,156.555,21,110,0
2023-12-22 00:23:00,156.559,156.561,156.552,156.552,4,110,0
2023-12-22 00:24:00,156.554,156.565,156.529,156.531,36,62,0
2023-12-22 00:25:00,156.53,156.531,156.523,156.526,16,58,0
2023-12-22 00:26:00,156.526,156.53,156.486,156.486,11,58,0
2023-12-22 00:27:00,156.488,156.488,156.447,156.447,34,74,0
2023-12-22 00:28:00,156.446,156.475,156.446,156.462,37,45,0
2023-12-22 00:29:00,156.463,156.544,156.447,156.544,22,52,0
2023-12-22 00:30:00,156.527,156.527,156.467,156.468,54,90,0
2023-12-22 00:31:00,156.467,156.47,156.464,156.469,38,78,0
2023-12-22 00:32:00,156.47,156.47,156.465,156.468,35,73,0
2023-12-22 00:33:00,156.473,156.479,156.469,156.469,49,56,0
2023-12-22 00:34:00,156.471,156.471,156.462,156.466,33,63,0
2023-12-22 00:35:00,156.467,156.473,156.46,156.472,63,55,0
2023-12-22 00:36:00,156.472,156.475,156.466,156.469,48,51,0
2023-12-22 00:37:00,156.468,156.475,156.46,156.46,38,44,0
2023-12-22 00:38:00,156.457,156.465,156.457,156.465,11,60,0
2023-12-22 00:39:00,156.465,156.478,156.461,156.471,24,61,0
2023-12-22 00:40:00,156.47,156.484,156.469,156.483,19,45,0
2023-12-22 00:41:00,156.482,156.485,156.482,156.485,18,37,0
2023-12-22 00:42:00,156.484,156.487,156.481,156.481,30,35,0
2023-12-22 00:43:00,156.483,156.526,156.482,156.523,71,34,0
2023-12-22 00:44:00,156.524,156.53,156.491,156.491,92,37,0
2023-12-22 00:45:00,156.491,156.498,156.487,156.498,73,36,0
2023-12-22 00:46:00,156.499,156.502,156.496,156.499,74,44,0
2023-12-22 00:47:00,156.501,156.502,156.491,156.491,35,41,0
2023-12-22 00:48:00,156.49,156.499,156.487,156.494,26,36,0
2023-12-22 00:49:00,156.494,156.497,156.494,156.496,10,37,0
2023-12-22 00:50:00,156.496,156.501,156.496,156.498,15,35,0
2023-12-22 00:51:00,156.498,156.503,156.496,156.497,26,28,0
2023-12-22 00:52:00,156.495,156.522,156.489,156.521,78,25,0
2023-12-22 00:53:00,156.52,156.521,156.491,156.494,121,26,0
2023-12-22 00:54:00,156.493,156.501,156.489,156.492,57,28,0
2023-12-22 00:55:00,156.493,156.501,156.482,156.493,127,27,0
2023-12-22 00:56:00,156.494,156.494,156.467,156.468,64,39,0
2023-12-22 00:57:00,156.466,156.472,156.463,156.465,96,65,0
2023-12-22 00:58:00,156.466,156.478,156.464,156.472,61,70,0
2023-12-22 00:59:00,156.472,156.499,156.465,156.497,86,60,0
2023-12-22 01:00:00,156.497,156.512,156.432,156.44,206,1,0
2023-12-22 01:01:00,156.439,156.446,156.432,156.44,66,17,0
2023-12-22 01:02:00,156.439,156.443,156.368,156.369,151,16,0
2023-12-22 01:03:00,156.369,156.413,156.359,156.38,164,23,0
2023-12-22 01:04:00,156.382,156.384,156.361,156.367,98,17,0
2023-12-22 01:05:00,156.367,156.371,156.312,156.317,134,16,0
2023-12-22 01:06:00,156.318,156.329,156.305,156.306,114,14,0
2023-12-22 01:07:00,156.306,156.344,156.299,156.344,88,15,0
2023-12-22 01:08:00,156.344,156.37,156.329,156.37,127,12,0
2023-12-22 01:09:00,156.37,156.391,156.341,156.363,152,14,0
2023-12-22 01:10:00,156.364,156.365,156.325,156.353,111,15,0
2023-12-22 01:11:00,156.355,156.377,156.341,156.361,141,9,0
2023-12-22 01:12:00,156.362,156.391,156.362,156.369,124,8,0
2023-12-22 01:13:00,156.376,156.393,156.368,156.383,119,11,0
2023-12-22 01:14:00,156.382,156.395,156.371,156.373,127,6,0
2023-12-22 01:15:00,156.373,156.382,156.361,156.382,91,7,0
2023-12-22 01:16:00,156.38,156.398,156.38,156.398,113,7,0
2023-12-22 01:17:00,156.398,156.406,156.393,156.401,131,10,0
2023-12-22 01:18:00,156.401,156.425,156.388,156.415,141,3,0
2023-12-22 01:19:00,156.416,156.433,156.416,156.432,106,4,0
2023-12-22 01:20:00,156.433,156.433,156.417,156.429,95,2,0
2023-12-22 01:21:00,156.428,156.455,156.421,156.455,77,3,0
2023-12-22 01:22:00,156.454,156.48,156.445,156.464,198,3,0
2023-12-22 01:23:00,156.464,156.476,156.459,156.464,266,5,0
2023-12-22 01:24:00,156.463,156.484,156.463,156.483,89,8,0
2023-12-22 01:25:00,156.483,156.487,156.477,156.479,92,10,0
2023-12-22 01:26:00,156.479,156.491,156.478,156.487,61,8,0
2023-12-22 01:27:00,156.488,156.492,156.481,156.481,41,11,0
2023-12-22 01:28:00,156.482,156.483,156.473,156.474,73,12,0
2023-12-22 01:29:00,156.475,156.489,156.438,156.442,112,5,0
2023-12-22 01:30:00,156.443,156.477,156.436,156.466,156,13,0
2023-12-22 01:31:00,156.468,156.468,156.438,156.453,103,12,0
2023-12-22 01:32:00,156.457,156.466,156.45,156.466,96,9,0
2023-12-22 01:33:00,156.465,156.465,156.458,156.463,79,12,0
2023-12-22 01:34:00,156.469,156.479,156.46,156.464,80,7,0
2023-12-22 01:35:00,156.466,156.477,156.459,156.473,124,9,0
2023-12-22 01:36:00,156.473,156.508,156.473,156.504,154,1,0
2023-12-22 01:37:00,156.503,156.504,156.474,156.475,89,2,0
2023-12-22 01:38:00,156.475,156.496,156.475,156.49,106,4,0
2023-12-22 01:39:00,156.489,156.495,156.473,156.483,103,6,0
2023-12-22 01:40:00,156.481,156.487,156.467,156.475,138,6,0
2023-12-22 01:41:00,156.475,156.475,156.463,156.471,97,6,0
2023-12-22 01:42:00,156.47,156.47,156.446,156.453,149,4,0
2023-12-22 01:43:00,156.453,156.46,156.45,156.45,146,8,0
2023-12-22 01:44:00,156.451,156.453,156.441,156.452,61,8,0
2023-12-22 01:45:00,156.454,156.459,156.407,156.42,195,2,0
2023-12-22 01:46:00,156.418,156.428,156.412,156.42,93,5,0
2023-12-22 01:47:00,156.418,156.432,156.406,156.422,130,3,0
2023-12-22 01:48:00,156.421,156.425,156.384,156.384,84,4,0
2023-12-22 01:49:00,156.381,156.384,156.365,156.372,182,7,0
2023-12-22 01:50:00,156.372,156.419,156.372,156.396,178,7,0
2023-12-22 01:51:00,156.397,156.403,156.381,156.396,116,3,0
2023-12-22 01:52:00,156.397,156.398,156.362,156.366,100,7,0
2023-12-22 01:53:00,156.365,156.372,156.333,156.336,113,4,0
2023-12-22 01:54:00,156.335,156.35,156.331,156.342,87,8,0
2023-12-22 01:55:00,156.343,156.363,156.343,156.356,108,6,0
2023-12-22 01:56:00,156.356,156.359,156.326,156.331,94,6,0
2023-12-22 01:57:00,156.33,156.33,156.303,156.309,87,7,0
2023-12-22 01:58:00,156.308,156.312,156.293,156.295,100,8,0
2023-12-22 01:59:00,156.294,156.316,156.294,156.311,118,2,0
2023-12-22 02:00:00,156.31,156.313,156.185,156.206,457,5,0
2023-12-22 02:01:00,156.207,156.212,156.174,156.181,462,1,0
2023-12-22 02:02:00,156.184,156.184,156.149,156.149,352,3,0
2023-12-22 02:03:00,156.149,156.244,156.149,156.244,388,1,0
2023-12-22 02:04:00,156.244,156.345,156.241,156.33,458,3,0
2023-12-22 02:05:00,156.331,156.376,156.308,156.327,458,3,0
2023-12-22 02:06:00,156.325,156.327,156.281,156.292,261,2,0
2023-12-22 02:07:00,156.287,156.372,156.282,156.362,214,1,0
2023-12-22 02:08:00,156.361,156.39,156.361,156.385,253,1,0
2023-12-22 02:09:00,156.384,156.386,156.365,156.367,160,3,0
2023-12-22 02:10:00,156.368,156.381,156.35,156.368,110,4,0
2023-12-22 02:11:00,156.367,156.367,156.33,156.352,152,1,0
2023-12-22 02:12:00,156.36,156.403,156.36,156.384,146,1,0
2023-12-22 02:13:00,156.385,156.402,156.382,156.394,115,1,0
2023-12-22 02:14:00,156.394,156.414,156.366,156.367,180,1,0
2023-12-22 02:15:00,156.368,156.368,156.318,156.341,225,1,0
2023-12-22 02:16:00,156.343,156.349,156.322,156.349,180,1,0
2023-12-22 02:17:00,156.35,156.41,156.347,156.403,253,1,0
2023-12-22 02:18:00,156.404,156.405,156.373,156.374,148,1,0
2023-12-22 02:19:00,156.375,156.399,156.352,156.396,107,1,0
2023-12-22 02:20:00,156.397,156.401,156.346,156.346,139,1,0
2023-12-22 02:21:00,156.347,156.365,156.345,156.36,117,1,0
2023-12-22 02:22:00,156.361,156.372,156.36,156.365,62,6,0
2023-12-22 02:23:00,156.366,156.366,156.324,156.331,105,3,0
2023-12-22 02:24:00,156.332,156.339,156.312,156.336,151,1,0
2023-12-22 02:25:00,156.338,156.363,156.336,156.356,117,4,0
2023-12-22 02:26:00,156.355,156.364,156.327,156.363,158,1,0
2023-12-22 02:27:00,156.364,156.378,156.363,156.372,103,3,0
2023-12-22 02:28:00,156.37,156.381,156.331,156.332,129,1,0
2023-12-22 02:29:00,156.333,156.351,156.332,156.347,156,1,0
2023-12-22 02:30:00,156.348,156.348,156.293,156.318,188,3,0
2023-12-22 02:31:00,156.32,156.332,156.317,156.32,84,6,0
2023-12-22 02:32:00,156.32,156.321,156.291,156.293,128,3,0
2023-12-22 02:33:00,156.293,156.295,156.229,156.25,158,1,0
2023-12-22 02:34:00,156.25,156.259,156.248,156.256,80,5,0
2023-12-22 02:35:00,156.256,156.258,156.226,156.231,92,3,0
2023-12-22 02:36:00,156.231,156.231,156.176,156.177,225,1,0
2023-12-22 02:37:00,156.178,156.189,156.13,156.151,305,1,0
2023-12-22 02:38:00,156.148,156.198,156.147,156.197,161,2,0
2023-12-22 02:39:00,156.197,156.215,156.182,156.209,145,6,0
2023-12-22 02:40:00,156.205,156.235,156.205,156.229,105,3,0
2023-12-22 02:41:00,156.229,156.25,156.228,156.243,127,5,0
2023-12-22 02:42:00,156.243,156.243,156.194,156.222,170,5,0
2023-12-22 02:43:00,156.227,156.295,156.225,156.294,152,2,0
2023-12-22 02:44:00,156.295,156.295,156.26,156.286,192,4,0
2023-12-22 02:45:00,156.286,156.289,156.281,156.282,47,6,0
2023-12-22 02:46:00,156.282,156.319,156.282,156.297,146,4,0
2023-12-22 02:47:00,156.297,156.317,156.252,156.256,209,3,0
2023-12-22 02:48:00,156.256,156.288,156.256,156.271,88,4,0
2023-12-22 02:49:00,156.271,156.271,156.244,156.263,87,1,0
2023-12-22 02:50:00,156.264,156.27,156.208,156.224,226,1,0
2023-12-22 02:51:00,156.224,156.345,156.224,156.341,381,2,0
2023-12-22 02:52:00,156.342,156.472,156.342,156.407,768,1,0
2023-12-22 02:53:00,156.409,156.459,156.372,156.439,649,1,0
2023-12-22 02:54:00,156.439,156.459,156.364,156.443,1025,1,0
2023-12-22 02:55:00,156.442,156.456,156.369,156.402,773,1,0
2023-12-22 02:56:00,156.403,156.452,156.394,156.43,228,1,0
2023-12-22 02:57:00,156.431,156.439,156.404,156.409,290,3,0
2023-12-22 02:58:00,156.409,156.489,156.409,156.444,333,4,0
2023-12-22 02:59:00,156.444,156.454,156.405,156.43,301,1,0
2023-12-22 03:00:00,156.43,156.48,156.43,156.475,456,1,0
