time,open,high,low,close,tick_volume,spread,real_volume
2023-10-26 00:00:00,158.607,158.798,158.588,158.698,1895,17,0
2023-10-26 01:00:00,158.698,158.7,158.552,158.673,3539,1,0
2023-10-26 02:00:00,158.673,158.684,158.557,158.597,4241,1,0
2023-10-26 03:00:00,158.596,158.631,158.517,158.61,7319,1,0
2023-10-26 04:00:00,158.61,158.69,158.562,158.606,8322,1,0
2023-10-26 05:00:00,158.607,158.677,158.584,158.636,7883,1,0
2023-10-26 06:00:00,158.635,158.673,158.601,158.648,6580,1,0
2023-10-26 07:00:00,158.648,158.672,158.555,158.642,4545,1,0
2023-10-26 08:00:00,158.641,158.706,158.615,158.662,6264,1,0
2023-10-26 09:00:00,158.663,158.845,158.027,158.549,17079,1,0
2023-10-26 10:00:00,158.549,158.801,158.546,158.731,16498,1,0
2023-10-26 11:00:00,158.73,158.76,158.558,158.608,11584,1,0
2023-10-26 12:00:00,158.607,158.614,158.469,158.529,10275,1,0
2023-10-26 13:00:00,158.529,158.54,158.293,158.347,9322,1,0
2023-10-26 14:00:00,158.349,158.517,158.335,158.497,8478,1,0
2023-10-26 15:00:00,158.496,158.594,158.33,158.591,27672,1,0
2023-10-26 16:00:00,158.591,158.625,158.332,158.472,25426,1,0
2023-10-26 17:00:00,158.477,158.543,158.325,158.508,23029,1,0
2023-10-26 18:00:00,158.51,158.535,158.377,158.449,15265,1,0
2023-10-26 19:00:00,158.447,158.466,158.288,158.37,12811,1,0
2023-10-26 20:00:00,158.371,158.697,158.353,158.685,13841,1,0
2023-10-26 21:00:00,158.685,158.907,158.646,158.804,8172,1,0
2023-10-26 22:00:00,158.805,158.824,158.628,158.779,9895,1,0
2023-10-26 23:00:00,158.777,158.879,158.76,158.877,4691,1,0
2023-10-27 00:00:00,158.849,158.869,158.774,158.822,953,28,0
